,Title,Auction Type,Artist Name #1,Artist Name #2,Instagram Page,Instagram Page 2,Instagram Followers,Instagram Followers 2,Avg Likes,Avg Likes2,Spotify Monthly Listeners #1,Spotify Page #2,Spotify Monthly Listeners #2,SoundCloud Page,SoundCloud Followers,SoundCloud Page #2,SoundCloud Followers #2,YouTube Page,YouTube Subscribers,YouTube Total Views,Price,12 Month Royalties,,
338,"5X Platinum Miley Cyrus' ""Wrecking Ball""",Music,Miley Cyrus,,mileycyrus,,136265405,nan,571634,nan,,,,Miley Cyrus,1241435,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,47750,5617,,
339,Hip-Hop Publishing Royalties,Music,Wiz Khalifa,,wizkhalifa,,32860995,nan,393694,nan,,,,Wiz Khalifa,1201276,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,117900,47693,,
340,Publishing Royalties: Christian Rock,Music,Unspoken,,unspokenmusic,,102652,nan,765,nan,,,,Unspoken,1669,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,16800,3707,,
341,20-Year Old Sound Recording Royalties,Music,Gangsta Pat,R&B,gangstapat.1991,,2796,nan,289,nan,,,,Gangsta Pat,988,R&B,118202,https://www.youtube.com/channel/UCRrCiR_F-olJgMClfsl7YAg,,17942294,415000,4800,,
342,Ben & Jerry’s Cherry Garcia Ice Cream,Ice Cream ,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,50750,1795,,
343,Music In Feature Film & TV,Movie,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,167000,4694,,
344,Pop & R&B: Ariana Grande + Tank,Music,Tank,Ariana Grande,,arianagrande,,247675919,nan,6040802,,,,Tank,39688,Ariana Grande,663757,https://www.youtube.com/user/osnapitzari,,19427740847,12000,14489,,
345,Adina Howard “Freak Like Me” & More,Music,Adina Howard ,"The Sugababes,",therealadinahoward,sugababes,68564,26145,2156,2368,,,,Adina Howard,1541,"The Sugababes,",239,https://www.youtube.com/user/sugababesmusic,,168197498,33150,27008,,
346,5X Platinum “Whistle” From Flo Rida,Music,Flo Rida,Nelly,official_flo,nelly,834897,3213441,5222,34124,,,,Flo Rida,26105,Nelly,1685537,https://www.youtube.com/channel/UCOnzS9RKEhSvfUCsFbSrJ_A,,3074362149,193000,13221,,
347,Body Head Bangerz “Can’t Be Touched”,Music,Body Head Bangerz.,,,,,nan,nan,nan,,,,Body Head Bangerz.,72,,938,https://www.youtube.com/user/5o5aization,,56400,17000,17036,,
348,Drake’s Platinum “Fire & Desire”,Music,Drake,,champagnepapi,,84426327,nan,1248228,nan,,,,Drake,2756391,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,36250,12180,,
349,International Catalog: Polish DJ Gromee,Music,DJ Gromee,,gromeeofficial,,42548,nan,1213,nan,,,,DJ Gromee,379,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,6750,2487,,
350,Streaming-Driven Hip-Hop Collection,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,23500,3365,,
351,2x Platinum Catalog Featuring Nicki Minaj Fergie & More,Music,Nicki Minaj,Fergie,nickiminaj,fergie,143896380,4768191,2864977,81962,,,,Nicki Minaj,555618,Fergie,13401,https://www.youtube.com/channel/UCDAtMQlTXquEjxFHZvJ-Mxg,,1691977808,46200,15369,,
352,Platinum-Certified “Whip My Hair”,Music,Willow Smith,,willowsmith,,8348453,nan,201203,nan,,,,Willow Smith,66137,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,102500,8021,,
353,Australian Indie-Pop Collection,Music,Sheppard,Betty Who,wearesheppard,bettywho,62932,159693,996,7907,,,,Sheppard,4651,Betty Who,15279,https://www.youtube.com/user/bettywhomusic,,35437917,64200,17572,,
354,“Flawless” From Beyoncé + More,Music,Beyoncé,,beyonce,,189404130,nan,3000448,nan,,,,Beyoncé,1770750,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,66500,6120,,
355,Publishing: Drake’s Platinum “Fire & Desire”,Music,Drake,,champagnepapi,,84426379,nan,1248229,nan,,,,Drake,2756391,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,41000,4766,,
356,Matoma & Gia “Heart Won’t Forget”,Music,Matoma,Gia,matoma,giagrams,131220,182409,6529,3761,,,,Matoma,279827,Gia,12795,https://www.youtube.com/channel/UCevVC7XlRfICqxWuHMMLEcA,,537386,8050,7864,,
357,Drake’s Multi-Platinum Hit “Best I Ever Had”,Music,Drake,,champagnepapi,,84426395,nan,1248229,nan,,,,Drake,2756391,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,33900,4436,,
358,Star-Studded Hip-Hop Catalog with Growth,Music,Rick Ross,Nicki Minaj,richbyrickross,nickiminaj,182720,144017921,254,2867787,,,,Rick Ross,164003,Nicki Minaj,555809,https://www.youtube.com/user/NickiMinajTelevision,,8411073936,67000,1495,,
359,80s-90s Dance/Hip-Hop Hits Including Fatboy Slim,Music,Charlie's Angels,,,,,nan,nan,nan,,,,Charlie's Angels,31,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,22300,32733,,
360,Growing Hip-Hop: Wiz Khalifa A$AP Rocky and More,Music,Wiz Khalifa,A$AP Rocky,wizkhalifa,asaprocky,32861000,13429505,393696,1278824,,,,Wiz Khalifa,1201206,A$AP Rocky,3343589,https://www.youtube.com/user/ASAPROCKYUPTOWN,,2297474116,100600,1431,,
361,Hip-Hop Sound Recording Royalties: Cam Meekins,Music,Cam Meekins,,cammeekins,,27770,nan,546,nan,,,,Cam Meekins,50323,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,30850,1871,,
362,Rising Hip-Hop Artist Russz,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17500,10080,,
363,Hip-Hop: 2X Platinum Hit and More,Music, Lil Wayne,Chris Brown,liltunechi,chrisbrownofficial,13516291,85885305,136825,168782,,,,Lil Wayne,423732,Chris Brown,6278259,https://www.youtube.com/user/ChrisBrownTV,,11993143202,35700,1730,,
364,Christian Hip-Hip from Grammy-Winner TobyMac,Music,TobyMac,,tobymac,,1175689,nan,19391,nan,,,,TobyMac,9125,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,19200,3052,,
365,Commercial Music Placed in Film,Music,Kutt The Check,B.o.B,,,,nan,nan,nan,,,,Kutt The Check,2,B.o.B,8051009,https://www.youtube.com/user/bobsyouruncle1981,,79774034,5750,3001,,
366,Jay-Z’s Multi-Platinum “Empire State of Mind”,Music,Jay-Z,,,,,nan,nan,nan,,,,Jay-Z,40086,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,190500,6298,,
367,Multi-Platinum Ariana Grande & Justin Bieber,Music,Justin Bieber,Ariana Grande,justinbieber,arianagrande,180441024,247677510,2337410,6040866,,,,Justin Bieber,1158350,Ariana Grande,663758,https://www.youtube.com/user/osnapitzari,,19427740847,8500,8789,,
368,Global Hip-Hop & Pop Catalog,Music,Mr. Probz,Nicki Minaj,mrprobz,nickiminaj,113687,144018803,3048,2867801,,,,Mr. Probz,56142,Nicki Minaj,555809,https://www.youtube.com/user/NickiMinajTelevision,,8411073936,13600,3365,,
369,No. 1 Christian Hit: “You Are Loved”,Music,Christian rock group Stars Go Dim,,,,,nan,nan,nan,,,,,,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,30000,4893,,
370,International Pop and Hip-Hop,Music,Brandy,Timbaland,,timbaland,,3469054,nan,9570,,,,Brandy,90011,Timbaland,66812,https://www.youtube.com/channel/UCC3zgQZssIUMPZEYZWaqvbg,,1631201465,7900,4776,,
371,Diverse Catalog of Hip-Hop and R&B,Music,R&B boy band,,,,,nan,nan,nan,,,,R&B boy band,85143,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,25750,9630,,
372,Commercial Music Placed in TV and Film,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,19100,6723,,
373,R&B From Grammy-Nominated Amerie,Music,Amerie,,amerie,,384691,nan,2228,nan,,,,Amerie,2541,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,28000,6152,,
374,Growing Royalties in Grammy-Winning Catalog,Music,Frank Ocean,Justin Bieber,blonded,justinbieber,2856374,180572091,nan,1643395,,,,Frank Ocean,784487,Justin Bieber,1158620,https://www.youtube.com/user/kidrauhl,,25283670597,41800,1082,,
375,Hip-Hop Artist Max P. “Gang”,Music,Max P.,,bigguccipapaslim,,134245,nan,6780,nan,,,,Max P.,9403,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,9500,1964,,
376,Electronic/Dance Artist RUNAGROUND,Music,RUNAGROUND,,runagroundmusic,,18799,nan,159,nan,,,,RUNAGROUND,18048,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,20500,38569,,
377,“All Eyez” The Game Featuring Jeremih,Music,The Game,Jeremih,,jeremih,,1148357,nan,23423,,,,The Game,61576,Jeremih,229473,https://www.youtube.com/user/JeremihMusicTV,,1301460358,28000,35888,,
378,Estelle’s Grammy-Winning Hit “American Boy”,Music,Kanye West,Macy Gray,kanyewest,macygray,5337025,115593,391193,980,,,,Kanye West,1118995,Macy Gray,2945,https://www.youtube.com/user/thegraylife,,98574523,61000,42336,,
379,“Redemption” From Hip-Hop Star Drake,Music,Drake,,champagnepapi,,84427168,nan,1248248,nan,,,,Drake,2756392,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,43250,6269,,
380,Production Music in TV & Commercials,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,23000,10721,,
381,No. 1 Hip-Hop Single: “Roger That”,Music,Young Money,Lil Wayne,youngmoneymoguls,liltunechi,76,13523840,5,188783,,,,Young Money,8475259,Lil Wayne,423831,https://www.youtube.com/user/YMWayneCarter,,4556754344,7100,31128,,
382,Indie-Electropop LOLAWOLF,Music,LOLAWOLF,,zoekravitzarmy,,553,nan,73,nan,,,,LOLAWOLF,21760,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,7700,34728,,
383,"Fox’s No. 1 Broadcast Drama ""Empire""",Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,53000,2809,,
384,Consistent R&B Royalties - Lyfe Jennings,Music,Lyfe Jennings,,lyfejennings,,418714,nan,2244,nan,,,,Lyfe Jennings,8842,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,129000,85507,,
385,90s Hip-Hop: Sound Recording Royalties,Music,M.C. Breed,Freak Nasty,,,,nan,nan,nan,,,,M.C. Breed,138,Freak Nasty,138,https://www.youtube.com/channel/UCyaHG82DwgNGVXoZrkDz32A,,4463289,300000,5446,,
386,International Pop Catalog,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,27100,16159,,
387,Warner Bros. “Merrie Melodies” Theme + More,Music,Ray Charles,Eric Clapton,,ericclapton,,469403,nan,20088,,,,Ray Charles,9102,Eric Clapton,16363,https://www.youtube.com/user/ericclapton,,295242014,81000,1375,,
388,Blues & Rock Legend Joe Bonamassa,Music,Joe Bonamassa,,joebonamassa,,767218,nan,10300,nan,,,,Joe Bonamassa,12409,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,177500,685,,
389,Hot R&B Artist Tank,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,120500,11575,,
390,Pop Catalog with Global Reach,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,13100,7290,,
391,MTV Exclusive Production Catalog,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,479500,4534,,
392,Production Music Featured In Reality TV,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,21000,14473,,
393,Production Music: Thousands of Placements,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,68200,2426,,
394,International K-Pop Catalog,Music,EXO-K,,weareone.exo,,9263637,nan,726292,nan,,,,EXO-K,91,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,5900,7498,,
395,Christian Rap Music,Music,Flame,Trip Lee,,triplee116,,337464,nan,10103,,,,Flame,207094,Trip Lee,9368,https://www.youtube.com/channel/UCVFdi02lPXFIboBDxhm1Eqg,,1661973,5600,4870,,
396,Christian-Rock Band: Stars Go Dim,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,34100,1707,,
397,Platinum Hit From Drake - “Furthest Thing”,Music,Drake,,champagnepapi,,84427259,nan,1248249,nan,,,,Drake,2756392,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,93750,2554,,
398,Production Catalog: Latin Urban & Hip-Hop,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,18950,3652,,
399,Production Music With Hundreds of Placements,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,64000,2655,,
400,90s Dance/Hip-Hop + Fatboy Slim,Music,Charlie's Angels,Doug E. Fresh,,therealdougefresh,,481734,nan,2698,,,,Charlie's Angels,31,Doug E. Fresh,295,https://www.youtube.com/user/TheRealDougEFresh,,981451,19000,17645,,
401,Publishing: Hip-Hop From Timbaland & Drake,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,58000,4116,,
402,Theme Music from ABC’s America This Morning,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,21500,3777,,
403,Ambient Electronic Jazz Duo – Bitter:Sweet,Music,Bitter:Sweet,Thievery Corporation,,thieverycorporation,,78183,nan,2590,,,,Bitter:Sweet,461,Thievery Corporation,82482,https://www.youtube.com/user/ESLMusicDC,,57743441,11500,9267,,
404,Indie-Electropop Album From LOLAWOLF,Music,LOLAWOLF,,zoekravitzarmy,,553,nan,73,nan,,,,LOLAWOLF,21760,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,13500,212481,,
405,Streaming-Driven Hip-Hop Prodigy Kaiydo,Music,Kaiydo,Bridgit Mendler,kaiydo_,bridgitmendler,5226,1723408,nan,224199,,,,Kaiydo,10,Bridgit Mendler,6092,https://www.youtube.com/user/bmendler707700,,482860182,14500,21082,,
406,Brand New Hip-Hop Releases,Music,112,Chanté Moore,,iamchantemoore,,295168,nan,6202,,,,112,640,Chanté Moore,668,https://www.youtube.com/channel/UCA2z5wRWmeXVUBngXUIV2gg,,12665698,13750,6903,,
407,A$AP Ferg Hit Single “Work” and Remix,Music,A$AP Ferg,A$AP Rocky,asapferg,asaprocky,4122252,13429527,52576,1278831,,,,A$AP Ferg,1197450,A$AP Rocky,3343589,https://www.youtube.com/user/ASAPROCKYUPTOWN,,2297474116,73700,2912,,
408,90’s Hip-Hop Legend O.C.,Music,O.C.,Diggin' In The Crates Crew,,,,nan,nan,nan,,,,O.C.,536,Diggin' In The Crates Crew,27,https://www.youtube.com/channel/UCN4U3eM8bMc2vXGfXVUzxZg,,119826,26900,3947,,
409,No. 1 Christian Song: “What Faith Can Do”,Music,Kutless,,officialkutless,,38000,nan,600,nan,,,,Kutless,615,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,21500,34068,,
410,Pop and R&B From Shakira & Jamie Foxx,Music,Shakira,Jamie Foxx,shakira,iamjamiefoxx,70280488,12855306,506495,71067,,,,Shakira,306256,Jamie Foxx,8807,https://www.youtube.com/user/jamiefoxx,,383124882,76000,5338,,
411,No. 1 Country Song & More,Music,Dan + Shay,We The Kings,danandshay,wethekings,1115171,126655,39685,1355,,,,Dan + Shay,31411,We The Kings,4312,https://www.youtube.com/user/WeTheKings,,438291523,370000,5043,,
412,Rising Hip-Hop Driven By Streaming,Music,Lil Uzi Vert,Wiz Khalifa,liluzivert,wizkhalifa,15083069,32870155,1562044,334586,,,,Lil Uzi Vert,2594218,Wiz Khalifa,1201281,https://www.youtube.com/user/taylorgangent,,11421351747,108000,4613,,
413,Bette Midler’s “The Rose”,Music,Bette Midler,,bettemidler,,1327619,nan,20680,nan,,,,Bette Midler,847,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,106500,1741,,
414,Contemporary Blues Catalog,Music,Bobby Messano,,,,,nan,nan,nan,,,,Bobby Messano,22,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,15000,2551,,
415,Production Music in Emmy-Winning Series,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,16800,16971,,
416,Diverse Catalog of R&B Pop & Hip-Hop,Music,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,123000,1818,,
417,Reality TV Placements: E! Network Bravo and More,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,24550,11042,,
418,Pop: New Kids On The Block & More,Music,New Kids On The Block,Spencer Ludwig,nkotb,spencerludwig,585133,39723,12904,476,,,,New Kids On The Block,108698,Spencer Ludwig,2871,https://www.youtube.com/user/spencerwig,,3403999,24500,16742,,
419,"No. 1 Hit: ""If You're Gonna Play In Texas""",Music,Alabama,,,,,nan,nan,nan,,,,Alabama,1745,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,25000,6758,,
420,Dickie Goodman: Pioneer of Sampling,Music,Dickie Goodman,,,,,nan,nan,nan,,,,Dickie Goodman,4,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,13450,34516,,
421,Theme Song for Bravo Reality Series,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17250,2757,,
422,Grammy-Awarded Artist Chris Brown,Music,Chris Brown,,chrisbrownofficial,,85822791,nan,167718,nan,,,,Chris Brown,6278171,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,45600,12159,,
423,Music Used on MTV CBS Fox Sports and More,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,8050,10744,,
424,Multiple Royalty Streams: International Pop,Music,Wisin & Yandel,Havana Brown,wisinyyandel,djhavanabrown,1896387,222756,9095,9463,,,,Wisin & Yandel,10211,Havana Brown,44041,https://www.youtube.com/user/havanabrowntv,,119033323,76000,11409,,
425,Diverse Pop & R&B Catalog,Music,Justin Bieber,Madonna,justinbieber,madonna,180443000,16193415,2339517,196992,,,,Justin Bieber,1158351,Madonna,1508301,https://www.youtube.com/user/madonna,,4002641636,71500,26239,,
426,Production Music With Global Earnings,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,32200,104321,,
427,Britney Spears Whitney Houston & More,Music,Britney Spears,Whitney Houston,britneyspears,,31005097,nan,517705,nan,,,,Britney Spears,1226080,Whitney Houston,22933,https://www.youtube.com/user/whitneyhoustonVEVO,,3913041912,249000,3302,,
428,Reggaetón Songs by Major Latin Artists,Music,Don Omar,Tony Dize,donomar,teamdizenewlife,7702711,93581,352631,1105,,,,Don Omar,55841,Tony Dize,5311,https://www.youtube.com/channel/UC-_uofftjFu0KULKD4GSj4Q,,286960984,18750,181227,,
429,Christian Rock Hits,Music,Unspoken,,unspokenmusic,,102652,nan,765,nan,,,,Unspoken,1669,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,74000,5671,,
430,Hip-Hop Catalog Featuring TV & Film Placements,Music,Chris Brown,CHAPTABOIS,chrisbrownofficial,chaptabois,85822814,4426,167718,933,,,,Chris Brown,6278171,CHAPTABOIS,340,https://www.youtube.com/channel/UCkooCn183BUtGNz8nAK2dQg,,373884,51000,42776,,
431,Alternative Rock Catalog Featuring Yellowcard,Music,Yellowcard,Ocean Avenue,yellowcard,,81949,nan,2873,nan,,,,Yellowcard,3183,Ocean Avenue,245,https://www.youtube.com/channel/UCPM69kHDYtu1CRY_WT56ASg,,27982,56900,15696,,
432,Theme Music: Popular French Radio Show,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/user/5o5aization,,56400,68500,12595,,
433,Magna Carta Records - Royalties & Copyrights,Music,Steve Walsh,Frank Zappa,,,,nan,nan,nan,,,,Steve Walsh,8,Frank Zappa,2718,https://www.youtube.com/user/zappa,,30637075,570000,11185,,
434,New Releases: Chris Brown Gucci Mane + More,Music,Chris Brown,Gucci Mane,chrisbrownofficial,laflare1017,85822867,14753598,167719,157880,,,,Chris Brown,6278171,Gucci Mane,872234,https://www.youtube.com/user/OfficialGucciMane,,2661554380,55500,36646,,
435,No. 1 Country Hit: “Small Town USA”,Music,Justin Moore,,justincolemoore,,719105,nan,10113,nan,,,,Justin Moore,7357,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,28300,58060,,
436,Global Pop Featuring Madcon,Music,Madcon,Delta Goodrem,,deltagoodrem,,604651,nan,7654,,,,Madcon,1245,Delta Goodrem,2411,https://www.youtube.com/user/deltagoodrem,,66182744,360000,10833,,
437,Recently Released Pop and Hip-Hop Tracks,Music,Mr. Probz,Big Boi,mrprobz,bigboi,113687,1680424,3048,15583,,,,Mr. Probz,56142,Big Boi,248962,https://www.youtube.com/channel/UC7vWr4JvDZ1cV6H0AklBDVA,,19525613,33000,2752,,
438,Theme Music For Popular French Radio Show,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,116000,8137,,
439,International Catalog Featuring Shakira and More,Music,Shakira,Cassie,shakira,cassie,70280508,7834880,506496,169725,,,,Shakira,306256,Cassie,1201,https://www.youtube.com/channel/UCKAcjcjJuYBDEN_j8Rc1WtQ,,48330977,60000,3346,,
440,Pop From Backstreet Boys & More,Music,Backstreet Boyz,Marshmello,backstreetboys,marshmellomusic,2850713,29382792,105878,381742,,,,Backstreet Boyz,11,Marshmello,1335327,https://www.youtube.com/channel/UCEdvpU2pFRCVqU6yIPyTpMQ,,11841030932,75000,9523,,
441,Catalog Featuring Pop Country Christian & Rock,Music,Building 429,Starset,building429official,starsetonline,165379,136951,506,7774,,,,Building 429,3360,Starset,19000,https://www.youtube.com/user/starsetonline,,465961194,46000,24187,,
442,Pop EDM & Indie,Music,Sky Blu,Max and Simon,8ky,,41326,nan,412,nan,,,,Sky Blu,50,Max and Simon,9853,https://www.youtube.com/channel/UCjlPRg1E-g-pV-pGm2ulY9Q,,234589,119000,1854,,
443,Diverse Catalog Featuring Multi-Platinum Artists,Music,Meek Mill,Bobby Shmurda,meekmill,,21523296,nan,172329,nan,,,,Meek Mill,510733,Bobby Shmurda,84475,https://www.youtube.com/channel/UCr7Z6D0IZXAIRID7hyqu_FA,,1024,265000,5453,,
444,Recognizable Gold & Platinum Artists,Music,Elle King,Avril Lavigne,elleking,avrillavigne,318376,9248137,10519,574950,,,,Elle King,14065,Avril Lavigne,191472,https://www.youtube.com/user/AvrilLavigne,,5028575067,62000,5788,,
445,Charlie Wilson Boyz ll Men and More,Music,Charlie Wilson,Boyz II Men,,,,nan,nan,nan,,,,Charlie Wilson,10480,Boyz II Men,10914,https://www.youtube.com/channel/UCIP_rqrDBiovNIbHLve7nNA,,825172243,12800,8349,,
446,Pop Catalog Featuring International Artists,Music,Tori Kelly,Samantha Jade,torikelly,samanthajade,3583894,232205,141125,2224,,,,Tori Kelly,62906,Samantha Jade,674,https://www.youtube.com/user/sjadeofficial,,29665064,35800,15081,,
447,No. 1 Christian Hit “What Faith Can Do”,Music,Kutless,,officialkutless,,38000,nan,600,nan,,,,Kutless,615,,938,https://www.youtube.com/user/5o5aization,,56400,31300,13938,,
448,Production Music: Fox Sports and CBS,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/user/5o5aization,,56400,47800,3207,,
449,Publishing Royalties: Pop Country Christian & Rock,Music,Building 429,Starset,building429official,starsetonline,165379,136951,506,7774,,,,Building 429,3360,Starset,19000,https://www.youtube.com/user/starsetonline,,465961194,192500,1523,,
450,"Plies' ""Ran Off On Da Plug Twice""",Music,Plies,,plies,,8574742,nan,186608,nan,,,,Plies,33659,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,12500,4559,,
451,Dr. Dre’s “What’s The Difference”,Music,Dr. Dre,,drdre,,5735868,nan,631476,nan,,,,Dr. Dre,68301,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,47000,2781,,
452,Sound Recording Royalties: Instrumentals + Covers,Music,Liev Instrumentals,Smges,,,,nan,nan,nan,,,,,,,,https://www.youtube.com/channel/UCdvfDUdNze08kEQi3nKLlZQ,,4408,39000,3116,,
453,Music Used In “Modern Family” + More,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,53000,3837,,
454,Catalog Featuring Hip-Hop Artist Kevin Gates,Music,Kevin Gates,T-Pain,iamkevingates,tpain,8910563,2621471,67431,13064,,,,Kevin Gates,743365,T-Pain,87988,https://www.youtube.com/channel/UCwff7OoSHp3el6GqnSwcSdA,,1396743788,60500,6352,,
455,"Platinum Hit From Zendaya: ""Replay"" + More",Music,Zendaya,Jennifer Hudson,zendaya,iamjhud,99128861,3184988,4931627,22554,,,,Zendaya,10873,Jennifer Hudson,9861,https://www.youtube.com/user/jenniferhudson,,272128216,94500,1893,,
456,Diverse Catalog: Electronic R&B and Hip-Hop,Music,Brandy,DJ Yellow Claw,,yellowclaw,,996295,nan,13601,,,,Brandy,90011,DJ Yellow Claw,631163,https://www.youtube.com/user/TheYellowclaw,,851493273,18200,5397,,
457,Production Music: Reality TV Series + Sportscasts,TV Show,,,,,,nan,nan,nan,,,,,937,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,12650,26995,,
458,Hip-Hop Catalog: Dr. Dre Chaptabois + More,Music,Dr. Dre,Blu Cantrell,drdre,,5735868,nan,631476,nan,,,,Dr. Dre,68301,Blu Cantrell,382,https://www.youtube.com/channel/UCxPZcvTz2f-oym2yAmdcTPA,,111683292,50000,2485,,
